za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1_1;V1_2;V1_3;V1_4;V1_5;V2;V3_1;V3_2;V3_3;V4;V5;V6;V7;V8_12;V8_13;V8_14;V8_15;V8_16;V8_17;V8_18;V8_19;V8_20;V8_21;V8_96;V8_97;V8_98;V8_99;V8_o;V9_12;V9_13;V9_14;V9_15;V9_16;V9_17;V9_18;V9_19;V9_20;V9_21;V9_22;V9_23;V9_24;V9_25;V9_96;V9_97;V9_98;V9_99;V9_o;V10_1;V10_2;V10_3;V10_4;V11
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24829213;,327267;2020/06/16;500000 und mehr;Bayern;West;w;50;Mittlerer Bildungsabschl;nein;drei;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;wichtig;wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;sehr zufrieden;eher unzufrieden;gut;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24864061;,243337;2020/06/16;500000 und mehr;Bayern;West;w;85;Mittlerer Bildungsabschl;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;sehr wichtig;wichtig;sehr wichtig;weniger wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher zufrieden;gut;gar nicht;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24876765;,513862;2020/06/16;500000 und mehr;Bayern;West;m;63;Mittlerer Bildungsabschl;ja;drei;drei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;weniger wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;gut;sehr stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Hohe Bandbreite un Flächennutzung;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;mehr Infrastruktur;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24911656;,220053;2020/06/18;500000 und mehr;Bayern;West;w;68;Abitur;nein;zwei;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;weniger wichtig;sehr wichtig;weniger wichtig;gar nicht wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Man sagt, man könne Angst haben wegen dem Datenklau und unsicheren Datenschutz;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24925759;1,052084;2020/06/17;500000 und mehr;Bayern;West;m;64;Volks-, Hauptschule;nein;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;wichtig;gar nicht wichtig;sehr wichtig;sehr wichtig;wichtig;ja;sehr unzufrieden;eher zufrieden;eher zufrieden;gar nicht gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;Ich hoffe, dass alles schneller und vielleicht auch billiger wird.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24950970;1,875827;2020/06/16;100000 bis 500000;Bayern;West;w;55;Volks-, Hauptschule;ja;drei;drei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;wichtig;sehr wichtig;wichtig;weniger wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24951166;,24279;2020/06/16;100000 bis 500000;Bayern;West;w;73;Mittlerer Bildungsabschl;nein;zwei;zwei;SPD;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;weniger gut;gar nicht;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Wir werden hinterherhinken wenn wir es nicht machen;stimme voll und ganz zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24965391;1,818473;2020/06/17;100000 bis 500000;Bayern;West;w;54;Volks-, Hauptschule;ja;zwei;zwei;weiß nicht, keine Angabe;ja;2.500 bis unter 3.500 Euro;Festnetz;sehr wichtig;sehr wichtig;wichtig;weniger wichtig;sehr wichtig;nein; ; ; ;weniger gut;sehr stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Es geht alles schneller, und dass alles besser wird von der Qualität.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24965492;,281671;2020/06/16;100000 bis 500000;Bayern;West;m;60;Studium;ja;drei;drei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;sehr wichtig;ja;sehr unzufrieden;sehr zufrieden;sehr unzufrieden;weniger gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Wirtschafliche Vorteile;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Das ggf. durch die 5g Technologie mehr Regionen schlechter ausgeleuchtet sind;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;24966156;1,875827;2020/06/17;100000 bis 500000;Bayern;West;w;53;Volks-, Hauptschule;ja;drei;drei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;wichtig;weiß nicht, keine Angabe;wichtig;sehr wichtig;ja;sehr zufrieden;weiß nicht, keine Angabe;sehr zufrieden;gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25053346;,237773;2020/06/16;500000 und mehr;Bayern;West;w;64;Abitur;ja;zwei;zwei;Bündnis `90, Die Grünen;ja;1.500 bis unter 2.500 Euro;Festnetz;weniger wichtig;sehr wichtig;wichtig;weniger wichtig;wichtig;ja;eher zufrieden;eher unzufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;ZP: `bessere, schnellere Vernetzung kommt zustande.`;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25069008;,248929;2020/06/16;500000 und mehr;Bayern;West;w;54;Abitur;ja;vier;vier;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher unzufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Aufwertung dess Wirtschaftsstandortes Deutschlands;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25089827;,221619;2020/06/16;500000 und mehr;Bayern;West;w;75;Volks-, Hauptschule;nein;eine Person;eine Person;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;weniger wichtig;weniger wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher zufrieden;weniger gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25113226;,689741;2020/06/17;500000 und mehr;Bayern;West;w;58;Volks-, Hauptschule;ja;zwei;zwei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;wichtig;sehr wichtig;wichtig;wichtig;wichtig;ja;eher zufrieden;sehr zufrieden;sehr unzufrieden;gar nicht gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnelleres Internet fürs Handy;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25116855;,389674;2020/06/17;500000 und mehr;Bayern;West;w;57;Mittlerer Bildungsabschl;ja;vier;vier;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;weniger wichtig;weniger wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25124587;,638417;2020/06/16;500000 und mehr;Bayern;West;w;55;Mittlerer Bildungsabschl;ja;drei;drei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;wichtig;sehr wichtig;wichtig;weniger wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gar nicht gut;stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25185358;,223264;2020/06/18;500000 und mehr;Bayern;West;m;75;Abitur;nein;zwei;zwei;FDP;ja;3.500 Euro und mehr;Festnetz;wichtig;sehr wichtig;wichtig;wichtig;sehr wichtig;ja;eher unzufrieden;eher zufrieden;weiß nicht, keine Angabe;gut;sehr stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schnellere Info höhere Breitband kurze Wartezeiuten;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme gar nicht zu;weiß nicht, keine Angabe;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25207867;,331749;2020/06/17;500000 und mehr;Bayern;West;m;56;Studium;ja;zwei;zwei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;Für Personen die es nutzen ob beruflich oder privat hat es sicher Vorteile. Für mich jedoch nicht.;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Die Auswirkungen von Strahlen sind nicht ausreichend erforscht und werden nur belächelt. Es müssen dafür Langzeitstudien aufgenommen werden.;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25248961;2,733344;2020/06/18;5000 bis 20000;Bayern;West;w;56;Volks-, Hauptschule;ja;zwei;zwei;Bündnis `90, Die Grünen;ja;keine Angabe;Festnetz;wichtig;sehr wichtig;sehr wichtig;wichtig;wichtig;ja;sehr zufrieden;eher zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Umweltbelastung, Strahelenbelastung;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25280954;,77758;2020/06/18;20000 bis 50000;Bayern;West;w;45;Mittlerer Bildungsabschl;ja;fuenf und mehr;drei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;weniger wichtig;sehr wichtig;wichtig;wichtig;wichtig;ja;sehr unzufrieden;sehr zufrieden;sehr unzufrieden;gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Strahlen;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25320076;1,786886;2020/06/16;50000 bis 100000;Bayern;West;w;41;Mittlerer Bildungsabschl;ja;fuenf und mehr;drei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;wichtig;wichtig;wichtig;weniger wichtig;sehr wichtig;ja;eher zufrieden;sehr zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Dass man schnelles Internet und mehr Möglichkeiten hat.;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;die Strahlung;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25323642;,470967;2020/06/18;50000 bis 100000;Bayern;West;w;78;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;wichtig;wichtig;wichtig;sehr wichtig;wichtig;nein; ; ; ;weniger gut;stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25344428;,252584;2020/06/16;bis 2000;Bayern;West;w;65;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;bis unter 1.500 Euro;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;eher unzufrieden;eher unzufrieden;eher unzufrieden;gar nicht gut;sehr stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25426182;1,051195;2020/06/16;20000 bis 50000;Bayern;West;w;39;Mittlerer Bildungsabschl;ja;vier;zwei;weiß nicht, keine Angabe;ja;3.500 Euro und mehr;Festnetz;wichtig;weniger wichtig;wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gar nicht gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;man hat überall Netz und ist erreichbar.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25432385;,240099;2020/06/17;20000 bis 50000;Bayern;West;m;71;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Festnetz;wichtig;weniger wichtig;sehr wichtig;sehr wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;schnelle Datenübertragung, größere Mengen der Daten übertragen werden können,;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25477493;,303378;2020/06/18;500000 und mehr;Bayern;West;m;35;Studium;ja;drei;zwei;Bündnis `90, Die Grünen;ja;2.500 bis unter 3.500 Euro;Festnetz;weniger wichtig;sehr wichtig;sehr wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;sehr zufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Die Verbindung soll schneller sein.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25481851;,217683;2020/06/16;500000 und mehr;Bayern;West;m;51;Studium;ja;vier;vier; ;nein;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;weniger wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;sehr unzufrieden;gar nicht gut;weniger stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Sie können mit 4G-Technologieausbau den größeren Nutzen erzielen. Auch in Bezug auf die Ausbaukosten.;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25517092;,247672;2020/06/16;500000 und mehr;Bayern;West;m;21;Abitur;nein;vier;vier;CDU/CSU;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;eher unzufrieden;eher unzufrieden;sehr unzufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Handys funktionieren in der Zunkunft so besser;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Auswirkungen auf lange Zeit noch nicht genau bekannt;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;25568571;,274924;2020/06/17;500000 und mehr;Bayern;West;m;28;Studium;ja;eine Person;eine Person;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;sehr wichtig;ja;eher zufrieden;eher unzufrieden;eher unzufrieden;gut;sehr stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Schnelleres Internet,bessere Sprachqualität und Verschlüsselung.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Verringerung des 3G-netzes.;stimme voll und ganz zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;ja
